"sector","Variable","year","value","group","value0","USAGDPDEFAISMEI","label","scaled"
359,"Total Employement",2017,3.88228243978866,"Extrapolated",3.88228243978866,102.758144170279,"Coastal Employment [thousands]",0.00388228243978866
359,"Total Industry Output",2012,10277337.9835202,"Extrapolated",10277337.9835203,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.0130112477632118
359,"Total Industry Output",2015,4163292.22690021,"Extrapolated",4163292.22690023,100,"Coastal Industry Output [billion 2022$]",0.00504702810234876
359,"Total Industry Output",2018,2460367.61770944,"Extrapolated",2460367.61770946,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00283756365854146
359,"Total Industry Output",2011,8904394.64005498,"Extrapolated",8904394.640055,94.0042733837922,"Coastal Industry Output [billion 2022$]",0.011483007011202
359,"Total Industry Output",2013,8594446.08908845,"Extrapolated",8594446.08908847,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.0106986062520508
359,"Total Industry Output",2014,2281531.71542456,"Extrapolated",2281531.71542457,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.00279149714984047
359,"Total Industry Output",2016,2164831.18896844,"Extrapolated",2164831.18896846,100.950322501374,"Coastal Industry Output [billion 2022$]",0.00259965162513054
359,"Total Industry Output",2017,2777706.62605933,"Extrapolated",2777706.62605934,102.758144170279,"Coastal Industry Output [billion 2022$]",0.00327694347262291
360,"Total Industry Output",2018,1831115.29273421,"As recorded",1831115.29273421,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00211184140608198
360,"Total Employement",2018,9.859432848,"As recorded",9.859432848,105.112221863417,"Coastal Employment [thousands]",0.009859432848
360,"Total Personal Income",2018,242175.008699491,"As recorded",242175.008699491,105.112221863417,"Coastal Personal Income [billion 2022$]",0.000279302572000357
360,"Total Industry Output",2019,304888.572931116,"As recorded",304888.572931116,106.876538692045,"Coastal Industry Output [billion 2022$]",0.000345825962658407
360,"Total Employement",2019,1.313635675,"As recorded",1.313635675,106.876538692045,"Coastal Employment [thousands]",0.001313635675
360,"Total Personal Income",2019,85217.609839474,"As recorded",85217.609839474,106.876538692045,"Coastal Personal Income [billion 2022$]",9.6659778603257e-05
360,"Total Industry Output",2020,2378127.45627606,"As recorded",2378127.45627606,108.287966074286,"Coastal Industry Output [billion 2022$]",0.00266228017210647
360,"Total Employement",2020,9.023482873,"As recorded",9.023482873,108.287966074286,"Coastal Employment [thousands]",0.009023482873
360,"Total Personal Income",2020,533621.998048878,"As recorded",533621.998048878,108.287966074286,"Coastal Personal Income [billion 2022$]",0.000597382306426072
360,"Total Industry Output",2021,733048.665058805,"As recorded",733048.665058805,113.252692384595,"Coastal Industry Output [billion 2022$]",0.000784662863976189
360,"Total Employement",2021,2.526957353,"As recorded",2.526957353,113.252692384595,"Coastal Employment [thousands]",0.002526957353
360,"Total Personal Income",2021,157556.927851516,"As recorded",157556.927851516,113.252692384595,"Coastal Personal Income [billion 2022$]",0.000168650563243769
360,"Total Industry Output",2022,651172.514459401,"As recorded",651172.514459401,121.226851906731,"Coastal Industry Output [billion 2022$]",0.000651172514459401
360,"Total Employement",2022,2.364544215,"As recorded",2.364544215,121.226851906731,"Coastal Employment [thousands]",0.002364544215
360,"Total Personal Income",2022,166514.232147638,"As recorded",166514.232147638,121.226851906731,"Coastal Personal Income [billion 2022$]",0.000166514232147638
360,"Total Personal Income",2012,235214.096249379,"Extrapolated",235214.09624938,95.7547924993229,"Coastal Personal Income [billion 2022$]",0.000297784201376664
360,"Total Personal Income",2015,431993.324019055,"Extrapolated",431993.324019055,100,"Coastal Personal Income [billion 2022$]",0.000523691907155544
360,"Total Personal Income",2018,242175.008699491,"Extrapolated",242175.008699492,105.112221863417,"Coastal Personal Income [billion 2022$]",0.000279302572000357
360,"Total Personal Income",2011,277048.721234759,"Extrapolated",277048.72123476,94.0042733837922,"Coastal Personal Income [billion 2022$]",0.000357278909682696
360,"Total Personal Income",2013,205633.91323811,"Extrapolated",205633.913238111,97.3844273465615,"Coastal Personal Income [billion 2022$]",0.000255978831794179
360,"Total Personal Income",2014,308718.082072443,"Extrapolated",308718.082072444,99.0804906972909,"Coastal Personal Income [billion 2022$]",0.000377722404813941
360,"Total Personal Income",2016,187746.429550265,"Extrapolated",187746.429550266,100.950322501374,"Coastal Personal Income [billion 2022$]",0.000225456522051207
360,"Total Personal Income",2017,200815.652540723,"Extrapolated",200815.652540723,102.758144170279,"Coastal Personal Income [billion 2022$]",0.000236908223359574
360,"Total Employement",2012,1.800875089,"Extrapolated",1.800875089,95.7547924993229,"Coastal Employment [thousands]",0.001800875089
360,"Total Employement",2015,8.83718545,"Extrapolated",8.83718545,100,"Coastal Employment [thousands]",0.00883718545
360,"Total Employement",2018,9.859432848,"Extrapolated",9.859432848,105.112221863417,"Coastal Employment [thousands]",0.009859432848
360,"Total Employement",2011,3.15185366562622,"Extrapolated",3.15185366562622,94.0042733837922,"Coastal Employment [thousands]",0.00315185366562622
360,"Total Employement",2013,2.59588838074634,"Extrapolated",2.59588838074634,97.3844273465615,"Coastal Employment [thousands]",0.00259588838074634
360,"Total Employement",2014,4.98265201940935,"Extrapolated",4.98265201940935,99.0804906972909,"Coastal Employment [thousands]",0.00498265201940935
360,"Total Employement",2016,6.28236038393111,"Extrapolated",6.28236038393111,100.950322501374,"Coastal Employment [thousands]",0.00628236038393111
360,"Total Employement",2017,7.79119691286032,"Extrapolated",7.79119691286032,102.758144170279,"Coastal Employment [thousands]",0.00779119691286032
360,"Total Industry Output",2012,581002.405425926,"Extrapolated",581002.405425915,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.000735556839732291
360,"Total Industry Output",2015,1790270.52378229,"Extrapolated",1790270.52378227,100,"Coastal Industry Output [billion 2022$]",0.00217028859659541
360,"Total Industry Output",2018,1831115.29273421,"Extrapolated",1831115.29273419,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00211184140608198
360,"Total Industry Output",2011,764097.750533614,"Extrapolated",764097.750533602,94.0042733837922,"Coastal Industry Output [billion 2022$]",0.000985371850788386
360,"Total Industry Output",2013,652701.504988999,"Extrapolated",652701.504988987,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.000812501041907042
360,"Total Industry Output",2014,1234237.55210218,"Extrapolated",1234237.55210217,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.00151011295859992
360,"Total Industry Output",2016,1141319.11604278,"Extrapolated",1141319.11604277,100.950322501374,"Coastal Industry Output [billion 2022$]",0.00137056048985833
360,"Total Industry Output",2017,1409363.06995699,"Extrapolated",1409363.06995698,102.758144170279,"Coastal Industry Output [billion 2022$]",0.00166266770915379
365,"Total Industry Output",2018,2096646.26013153,"As recorded",2096646.26013153,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00241808061110187
365,"Total Employement",2018,17.873387065,"As recorded",17.873387065,105.112221863417,"Coastal Employment [thousands]",0.017873387065
365,"Total Personal Income",2018,914279.158893422,"As recorded",914279.158893422,105.112221863417,"Coastal Personal Income [billion 2022$]",0.00105444621216934
365,"Total Industry Output",2019,1376308.31531368,"As recorded",1376308.31531368,106.876538692045,"Coastal Industry Output [billion 2022$]",0.00156110523750478
365,"Total Employement",2019,11.516676807,"As recorded",11.516676807,106.876538692045,"Coastal Employment [thousands]",0.011516676807
365,"Total Personal Income",2019,473099.058219152,"As recorded",473099.058219152,106.876538692045,"Coastal Personal Income [billion 2022$]",0.000536622070379754
365,"Total Industry Output",2020,1755861.82633255,"As recorded",1755861.82633255,108.287966074286,"Coastal Industry Output [billion 2022$]",0.00196566256903816
365,"Total Employement",2020,12.827751087,"As recorded",12.827751087,108.287966074286,"Coastal Employment [thousands]",0.012827751087
365,"Total Personal Income",2020,578899.559260023,"As recorded",578899.559260023,108.287966074286,"Coastal Personal Income [billion 2022$]",0.000648069898100627
365,"Total Industry Output",2021,1810522.93655316,"As recorded",1810522.93655316,113.252692384595,"Coastal Industry Output [billion 2022$]",0.00193800245523457
365,"Total Employement",2021,11.893999091,"As recorded",11.893999091,113.252692384595,"Coastal Employment [thousands]",0.011893999091
365,"Total Personal Income",2021,606254.066475942,"As recorded",606254.066475942,113.252692384595,"Coastal Personal Income [billion 2022$]",0.00064894061577762
365,"Total Industry Output",2022,4163613.9552247,"As recorded",4163613.9552247,121.226851906731,"Coastal Industry Output [billion 2022$]",0.0041636139552247
365,"Total Employement",2022,16.880081355,"As recorded",16.880081355,121.226851906731,"Coastal Employment [thousands]",0.016880081355
365,"Total Personal Income",2022,1038142.16640557,"As recorded",1038142.16640557,121.226851906731,"Coastal Personal Income [billion 2022$]",0.00103814216640557
365,"Total Personal Income",2012,151610.847243598,"Extrapolated",151610.847243599,95.7547924993229,"Coastal Personal Income [billion 2022$]",0.000191941366552318
365,"Total Personal Income",2015,2260108.33270818,"Extrapolated",2260108.33270818,100,"Coastal Personal Income [billion 2022$]",0.00273985818142384
365,"Total Personal Income",2018,914279.158893422,"Extrapolated",914279.158893423,105.112221863417,"Coastal Personal Income [billion 2022$]",0.00105444621216934
365,"Total Personal Income",2011,157249.415596156,"Extrapolated",157249.415596157,94.0042733837922,"Coastal Personal Income [billion 2022$]",0.000202787074786133
365,"Total Personal Income",2013,131493.708797668,"Extrapolated",131493.708797669,97.3844273465615,"Coastal Personal Income [billion 2022$]",0.000163687037008023
365,"Total Personal Income",2014,443679.564862849,"Extrapolated",443679.56486285,99.0804906972909,"Coastal Personal Income [billion 2022$]",0.000542850328305268
365,"Total Personal Income",2016,767896.29517225,"Extrapolated",767896.295172251,100.950322501374,"Coastal Personal Income [billion 2022$]",0.000922133264639216
365,"Total Personal Income",2017,411674.380029154,"Extrapolated",411674.380029155,102.758144170279,"Coastal Personal Income [billion 2022$]",0.000485664562206292
365,"Total Employement",2012,3.69904423923534,"Extrapolated",3.70080314165568,95.7547924993229,"Coastal Employment [thousands]",0.00369904423923534
365,"Total Employement",2015,38.6298998450791,"Extrapolated",38.6316587474995,100,"Coastal Employment [thousands]",0.0386298998450791
365,"Total Employement",2018,17.873387065,"Extrapolated",17.8751459674203,105.112221863417,"Coastal Employment [thousands]",0.017873387065
365,"Total Employement",2011,3.99312663918497,"Extrapolated",3.99488554160531,94.0042733837922,"Coastal Employment [thousands]",0.00399312663918497
365,"Total Employement",2013,2.51789543284478,"Extrapolated",2.51965433526512,97.3844273465615,"Coastal Employment [thousands]",0.00251789543284478
365,"Total Employement",2014,11.2032763501635,"Extrapolated",11.2050352525838,99.0804906972909,"Coastal Employment [thousands]",0.0112032763501635
365,"Total Employement",2016,18.3560793119982,"Extrapolated",18.3578382144186,100.950322501374,"Coastal Employment [thousands]",0.0183560793119982
365,"Total Employement",2017,10.1709912521465,"Extrapolated",10.1727501545669,102.758144170279,"Coastal Employment [thousands]",0.0101709912521465
365,"Total Industry Output",2012,385999.691311123,"Extrapolated",385999.691311123,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.000488680787595549
365,"Total Industry Output",2015,4833419.42498163,"Extrapolated",4833419.42498163,100,"Coastal Industry Output [billion 2022$]",0.00585940220835365
365,"Total Industry Output",2018,2096646.26013153,"Extrapolated",2096646.26013153,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00241808061110187
365,"Total Industry Output",2011,368289.04459755,"Extrapolated",368289.04459755,94.0042733837922,"Coastal Industry Output [billion 2022$]",0.000474941402780912
365,"Total Industry Output",2013,298639.197206204,"Extrapolated",298639.197206204,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.000371754403857875
365,"Total Industry Output",2014,1248593.44217865,"Extrapolated",1248593.44217865,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.00152767766127793
365,"Total Industry Output",2016,1996837.75610755,"Extrapolated",1996837.75610755,100.950322501374,"Coastal Industry Output [billion 2022$]",0.0023979156177349
365,"Total Industry Output",2017,1140700.65359362,"Extrapolated",1140700.65359362,102.758144170279,"Coastal Industry Output [billion 2022$]",0.00134571863203327
376,"Total Industry Output",2018,7339531.40612488,"As recorded",7339531.40612488,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00846474625939544
376,"Total Employement",2018,9.98594543,"As recorded",9.98594543,105.112221863417,"Coastal Employment [thousands]",0.00998594543
376,"Total Personal Income",2018,863066.685666853,"As recorded",863066.685666853,105.112221863417,"Coastal Personal Income [billion 2022$]",0.000995382415423784
376,"Total Industry Output",2019,2913962.77441734,"As recorded",2913962.77441734,106.876538692045,"Coastal Industry Output [billion 2022$]",0.0033052205660765
376,"Total Employement",2019,6.749649522,"As recorded",6.749649522,106.876538692045,"Coastal Employment [thousands]",0.006749649522
376,"Total Personal Income",2019,299827.343102826,"As recorded",299827.343102826,106.876538692045,"Coastal Personal Income [billion 2022$]",0.000340085161483811
376,"Total Industry Output",2020,5715264.77675475,"As recorded",5715264.77675475,108.287966074286,"Coastal Industry Output [billion 2022$]",0.00639815837176321
376,"Total Employement",2020,15.926520975,"As recorded",15.926520975,108.287966074286,"Coastal Employment [thousands]",0.015926520975
376,"Total Personal Income",2020,1175103.30935316,"As recorded",1175103.30935316,108.287966074286,"Coastal Personal Income [billion 2022$]",0.00131551159396918
376,"Total Industry Output",2021,3243702.50797577,"As recorded",3243702.50797577,113.252692384595,"Coastal Industry Output [billion 2022$]",0.00347209267421671
376,"Total Employement",2021,7.616045783,"As recorded",7.616045783,113.252692384595,"Coastal Employment [thousands]",0.007616045783
376,"Total Personal Income",2021,694860.620632893,"As recorded",694860.620632893,113.252692384595,"Coastal Personal Income [billion 2022$]",0.00074378598671391
376,"Total Industry Output",2022,1587737.44703481,"As recorded",1587737.44703481,121.226851906731,"Coastal Industry Output [billion 2022$]",0.00158773744703481
376,"Total Employement",2022,4.212113594,"As recorded",4.212113594,121.226851906731,"Coastal Employment [thousands]",0.004212113594
376,"Total Personal Income",2022,379510.668084176,"As recorded",379510.668084176,121.226851906731,"Coastal Personal Income [billion 2022$]",0.000379510668084176
376,"Total Personal Income",2012,46875.4459160627,"Extrapolated",46875.4459160628,95.7547924993229,"Coastal Personal Income [billion 2022$]",5.93449433893212e-05
376,"Total Personal Income",2015,127711.482614638,"Extrapolated",127711.482614639,100,"Coastal Personal Income [billion 2022$]",0.000154820609897138
376,"Total Personal Income",2018,863066.685666853,"Extrapolated",863066.685666853,105.112221863417,"Coastal Personal Income [billion 2022$]",0.000995382415423784
376,"Total Personal Income",2011,-1.16415321826935e-10,"Extrapolated",0,94.0042733837922,"Coastal Personal Income [billion 2022$]",-1.50127887496884e-19
376,"Total Personal Income",2013,170701.050313386,"Extrapolated",170701.050313386,97.3844273465615,"Coastal Personal Income [billion 2022$]",0.000212493429498971
376,"Total Personal Income",2014,187081.92518652,"Extrapolated",187081.92518652,99.0804906972909,"Coastal Personal Income [billion 2022$]",0.0002288982692698
376,"Total Personal Income",2016,537204.628420213,"Extrapolated",537204.628420213,100.950322501374,"Coastal Personal Income [billion 2022$]",0.000645105674944439
376,"Total Personal Income",2017,383241.761095201,"Extrapolated",383241.761095201,102.758144170279,"Coastal Personal Income [billion 2022$]",0.000452121752410941
376,"Total Employement",2012,0.146136435595277,"Extrapolated",0.2159628860226,95.7547924993229,"Coastal Employment [thousands]",0.000146136435595277
376,"Total Employement",2015,0.973994165348578,"Extrapolated",1.0438206157759,100,"Coastal Employment [thousands]",0.000973994165348578
376,"Total Employement",2018,9.98594543,"Extrapolated",10.0557718804273,105.112221863417,"Coastal Employment [thousands]",0.00998594543
376,"Total Employement",2011,-0.0698264504273229,"Extrapolated",0,94.0042733837922,"Coastal Employment [thousands]",-6.98264504273229e-05
376,"Total Employement",2013,1.56149578069549,"Extrapolated",1.63132223112282,97.3844273465615,"Coastal Employment [thousands]",0.00156149578069549
376,"Total Employement",2014,1.72297447619557,"Extrapolated",1.7928009266229,99.0804906972909,"Coastal Employment [thousands]",0.00172297447619557
376,"Total Employement",2016,6.32063810440121,"Extrapolated",6.39046455482853,100.950322501374,"Coastal Employment [thousands]",0.00632063810440121
376,"Total Employement",2017,3.40119672555762,"Extrapolated",3.47102317598495,102.758144170279,"Coastal Employment [thousands]",0.00340119672555762
376,"Total Industry Output",2012,151209.339439554,"Extrapolated",151209.339439542,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.000191433052285953
376,"Total Industry Output",2015,554347.667555575,"Extrapolated",554347.667555563,100,"Coastal Industry Output [billion 2022$]",0.000672018225996015
376,"Total Industry Output",2018,7339531.40612488,"Extrapolated",7339531.40612487,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00846474625939544
376,"Total Industry Output",2011,1.21071934700012e-08,"Extrapolated",0,94.0042733837922,"Coastal Industry Output [billion 2022$]",1.56133002996759e-17
376,"Total Industry Output",2013,796043.232127512,"Extrapolated",796043.2321275,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.000990936822671419
376,"Total Industry Output",2014,864186.963782425,"Extrapolated",864186.963782413,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.00105734907387821
376,"Total Industry Output",2016,4238623.07452895,"Extrapolated",4238623.07452894,100.950322501374,"Coastal Industry Output [billion 2022$]",0.00508997811014799
376,"Total Industry Output",2017,2380023.44331302,"Extrapolated",2380023.44331301,102.758144170279,"Coastal Industry Output [billion 2022$]",0.00280778474374692
378,"Total Industry Output",2018,64115409.9928627,"As recorded",64115409.9928627,105.112221863417,"Coastal Industry Output [billion 2022$]",0.0739448674412355
378,"Total Employement",2018,119.975540412,"As recorded",119.975540412,105.112221863417,"Coastal Employment [thousands]",0.119975540412
378,"Total Personal Income",2018,10261496.1439404,"As recorded",10261496.1439404,105.112221863417,"Coastal Personal Income [billion 2022$]",0.0118346739449516
378,"Total Industry Output",2019,9793149.44777199,"As recorded",9793149.44777199,106.876538692045,"Coastal Industry Output [billion 2022$]",0.0111080756575241
378,"Total Employement",2019,24.538714409,"As recorded",24.538714409,106.876538692045,"Coastal Employment [thousands]",0.024538714409
378,"Total Personal Income",2019,805952.368725397,"As recorded",805952.368725397,106.876538692045,"Coastal Personal Income [billion 2022$]",0.000914167596022877
378,"Total Industry Output",2020,8200066.14789261,"As recorded",8200066.14789261,108.287966074286,"Coastal Industry Output [billion 2022$]",0.00917985848819102
378,"Total Employement",2020,26.927142909,"As recorded",26.927142909,108.287966074286,"Coastal Employment [thousands]",0.026927142909
378,"Total Personal Income",2020,1577565.86143545,"As recorded",1577565.86143545,108.287966074286,"Coastal Personal Income [billion 2022$]",0.00176606274907921
378,"Total Industry Output",2021,44722885.6915891,"As recorded",44722885.6915891,113.252692384595,"Coastal Industry Output [billion 2022$]",0.0478718388624675
378,"Total Employement",2021,130.780790946,"As recorded",130.780790946,113.252692384595,"Coastal Employment [thousands]",0.130780790946
378,"Total Personal Income",2021,10031205.0717384,"As recorded",10031205.0717384,113.252692384595,"Coastal Personal Income [billion 2022$]",0.0107375055380413
378,"Total Industry Output",2022,19461756.0684023,"As recorded",19461756.0684023,121.226851906731,"Coastal Industry Output [billion 2022$]",0.0194617560684023
378,"Total Employement",2022,54.384516945,"As recorded",54.384516945,121.226851906731,"Coastal Employment [thousands]",0.054384516945
378,"Total Personal Income",2022,3555082.45380308,"As recorded",3555082.45380308,121.226851906731,"Coastal Personal Income [billion 2022$]",0.00355508245380308
378,"Total Personal Income",2012,7509951.53439298,"Extrapolated",7509951.53439293,95.7547924993229,"Coastal Personal Income [billion 2022$]",0.00950769939262333
378,"Total Personal Income",2015,13616602.444096,"Extrapolated",13616602.444096,100,"Coastal Personal Income [billion 2022$]",0.0165069784796326
378,"Total Personal Income",2018,10261496.1439404,"Extrapolated",10261496.1439404,105.112221863417,"Coastal Personal Income [billion 2022$]",0.0118346739449516
378,"Total Personal Income",2011,8937039.82314791,"Extrapolated",8937039.82314786,94.0042733837922,"Coastal Personal Income [billion 2022$]",0.0115251058715391
378,"Total Personal Income",2013,11368825.2049944,"Extrapolated",11368825.2049944,97.3844273465615,"Coastal Personal Income [billion 2022$]",0.0141522307727369
378,"Total Personal Income",2014,10915229.1059254,"Extrapolated",10915229.1059253,99.0804906972909,"Coastal Personal Income [billion 2022$]",0.0133549889896562
378,"Total Personal Income",2016,10686335.9341589,"Extrapolated",10686335.9341589,100.950322501374,"Coastal Personal Income [billion 2022$]",0.0128327560686914
378,"Total Personal Income",2017,17110338.6034133,"Extrapolated",17110338.6034133,102.758144170279,"Coastal Personal Income [billion 2022$]",0.0201855775101663
378,"Total Employement",2012,100.423864711,"Extrapolated",100.423864711,95.7547924993229,"Coastal Employment [thousands]",0.100423864711
378,"Total Employement",2015,172.282124562,"Extrapolated",172.282124562,100,"Coastal Employment [thousands]",0.172282124562
378,"Total Employement",2018,119.975540412,"Extrapolated",119.975540412,105.112221863417,"Coastal Employment [thousands]",0.119975540412
378,"Total Employement",2011,118.991610209936,"Extrapolated",118.991610209936,94.0042733837922,"Coastal Employment [thousands]",0.118991610209936
378,"Total Employement",2013,151.170710517128,"Extrapolated",151.170710517128,97.3844273465615,"Coastal Employment [thousands]",0.151170710517128
378,"Total Employement",2014,147.02512019221,"Extrapolated",147.02512019221,99.0804906972909,"Coastal Employment [thousands]",0.14702512019221
378,"Total Employement",2016,115.597833405414,"Extrapolated",115.597833405414,100.950322501374,"Coastal Employment [thousands]",0.115597833405414
378,"Total Employement",2017,188.685267964363,"Extrapolated",188.685267964363,102.758144170279,"Coastal Employment [thousands]",0.188685267964363
378,"Total Industry Output",2012,37896787.7967708,"Extrapolated",37896787.7967712,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.0479778417567186
378,"Total Industry Output",2015,58024717.7598842,"Extrapolated",58024717.7598847,100,"Coastal Industry Output [billion 2022$]",0.0703415386680735
378,"Total Industry Output",2018,64115409.9928627,"Extrapolated",64115409.9928632,105.112221863417,"Coastal Industry Output [billion 2022$]",0.0739448674412355
378,"Total Industry Output",2011,43140107.2010014,"Extrapolated",43140107.2010019,94.0042733837922,"Coastal Industry Output [billion 2022$]",0.0556329962314031
378,"Total Industry Output",2013,56221015.2504236,"Extrapolated",56221015.250424,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.0699854881885261
378,"Total Industry Output",2014,59556129.2866069,"Extrapolated",59556129.2866074,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.0728680491422216
378,"Total Industry Output",2016,52730685.5477192,"Extrapolated",52730685.5477197,100.950322501374,"Coastal Industry Output [billion 2022$]",0.0633219869876766
378,"Total Industry Output",2017,85679760.2582171,"Extrapolated",85679760.2582176,102.758144170279,"Coastal Industry Output [billion 2022$]",0.10107897230039
381,"Total Industry Output",2018,2645909.13652719,"As recorded",2645909.13652719,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00305155032750842
381,"Total Employement",2018,18.314469738,"As recorded",18.314469738,105.112221863417,"Coastal Employment [thousands]",0.018314469738
381,"Total Personal Income",2018,524310.045558505,"As recorded",524310.045558505,105.112221863417,"Coastal Personal Income [billion 2022$]",0.000604691396674336
381,"Total Industry Output",2019,2870618.42266358,"As recorded",2870618.42266358,106.876538692045,"Coastal Industry Output [billion 2022$]",0.00325605636806494
381,"Total Employement",2019,17.24445377,"As recorded",17.24445377,106.876538692045,"Coastal Employment [thousands]",0.01724445377
381,"Total Personal Income",2019,489629.012829965,"As recorded",489629.012829965,106.876538692045,"Coastal Personal Income [billion 2022$]",0.000555371502052537
381,"Total Industry Output",2020,2318196.42080065,"As recorded",2318196.42080065,108.287966074286,"Coastal Industry Output [billion 2022$]",0.00259518822250598
381,"Total Employement",2020,13.733463875,"As recorded",13.733463875,108.287966074286,"Coastal Employment [thousands]",0.013733463875
381,"Total Personal Income",2020,428518.356402689,"As recorded",428518.356402689,108.287966074286,"Coastal Personal Income [billion 2022$]",0.000479720260839584
381,"Total Industry Output",2021,2959909.20086629,"As recorded",2959909.20086629,113.252692384595,"Coastal Industry Output [billion 2022$]",0.00316831738650654
381,"Total Employement",2021,15.001909858,"As recorded",15.001909858,113.252692384595,"Coastal Employment [thousands]",0.015001909858
381,"Total Personal Income",2021,500991.176101596,"As recorded",500991.176101596,113.252692384595,"Coastal Personal Income [billion 2022$]",0.000536266130482814
381,"Total Industry Output",2022,3609632.2614521,"As recorded",3609632.2614521,121.226851906731,"Coastal Industry Output [billion 2022$]",0.0036096322614521
381,"Total Employement",2022,15.456157559,"As recorded",15.456157559,121.226851906731,"Coastal Employment [thousands]",0.015456157559
381,"Total Personal Income",2022,572579.088089167,"As recorded",572579.088089167,121.226851906731,"Coastal Personal Income [billion 2022$]",0.000572579088089167
381,"Total Personal Income",2012,191202293.581546,"Extrapolated",191202293.581546,95.7547924993229,"Coastal Personal Income [billion 2022$]",0.242064668756932
381,"Total Personal Income",2015,54588432.2896695,"Extrapolated",54588432.2896694,100,"Coastal Personal Income [billion 2022$]",0.0661758379700038
381,"Total Personal Income",2018,524310.045558505,"Extrapolated",524310.045558405,105.112221863417,"Coastal Personal Income [billion 2022$]",0.000604691396674336
381,"Total Personal Income",2011,1975432308.74116,"Extrapolated",1975432308.74116,94.0042733837922,"Coastal Personal Income [billion 2022$]",2.54749525019812
381,"Total Personal Income",2013,94962696.2451161,"Extrapolated",94962696.245116,97.3844273465615,"Coastal Personal Income [billion 2022$]",0.118212213472312
381,"Total Personal Income",2014,35547664.1997791,"Extrapolated",35547664.199779,99.0804906972909,"Coastal Personal Income [billion 2022$]",0.0434932386108444
381,"Total Personal Income",2016,29496887.1097161,"Extrapolated",29496887.109716,100.950322501374,"Coastal Personal Income [billion 2022$]",0.0354215288941791
381,"Total Personal Income",2017,5862807.35805567,"Extrapolated",5862807.35805557,102.758144170279,"Coastal Personal Income [billion 2022$]",0.00691652895341286
381,"Total Employement",2012,16.858645114562,"Extrapolated",16.4915438854404,95.7547924993229,"Coastal Employment [thousands]",0.016858645114562
381,"Total Employement",2015,17.4812324937172,"Extrapolated",17.1141312645956,100,"Coastal Employment [thousands]",0.0174812324937172
381,"Total Employement",2018,18.314469738,"Extrapolated",17.9473685088784,105.112221863417,"Coastal Employment [thousands]",0.018314469738
381,"Total Employement",2011,16.5001605719832,"Extrapolated",16.1330593428616,94.0042733837922,"Coastal Employment [thousands]",0.0165001605719832
381,"Total Employement",2013,16.9994501929597,"Extrapolated",16.6323489638381,97.3844273465615,"Coastal Employment [thousands]",0.0169994501929597
381,"Total Employement",2014,17.2211666442625,"Extrapolated",16.8540654151408,99.0804906972909,"Coastal Employment [thousands]",0.0172211666442625
381,"Total Employement",2016,17.241738011612,"Extrapolated",16.8746367824904,100.950322501374,"Coastal Employment [thousands]",0.0172417380116121
381,"Total Employement",2017,17.84565363779,"Extrapolated",17.4785524086684,102.758144170279,"Coastal Employment [thousands]",0.01784565363779
381,"Total Industry Output",2012,2446539.02976406,"Extrapolated",2446539.02976406,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.00309735123333219
381,"Total Industry Output",2015,2556749.71225376,"Extrapolated",2556749.71225376,100,"Coastal Industry Output [billion 2022$]",0.00309946718729963
381,"Total Industry Output",2018,2645909.13652719,"Extrapolated",2645909.13652719,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00305155032750842
381,"Total Industry Output",2011,2506840.19257409,"Extrapolated",2506840.19257409,94.0042733837922,"Coastal Industry Output [billion 2022$]",0.00323279287036558
381,"Total Industry Output",2013,2486130.38137239,"Extrapolated",2486130.38137239,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.00309480445462718
381,"Total Industry Output",2014,2488155.90353069,"Extrapolated",2488155.90353069,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.00304430574692764
381,"Total Industry Output",2016,2444453.23307527,"Extrapolated",2444453.23307527,100.950322501374,"Coastal Industry Output [billion 2022$]",0.00293543757698161
381,"Total Industry Output",2017,2531586.44695694,"Extrapolated",2531586.44695694,102.758144170279,"Coastal Industry Output [billion 2022$]",0.00298658814610142
